Round,Attack,Sample_Index,Sample_Path,Seed_Path
6,CW,11,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_11.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
6,CW,12,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_12.npy,PyTorch/TorchResNet50/adversarial_samples/round_3_attack_DeepFool_sample_16.npy
6,CW,13,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_13.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_DeepFool_sample_6.npy
6,CW,14,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_14.npy,PyTorch/TorchResNet50/adversarial_samples/round_4_attack_Universal_sample_2.npy
6,CW,15,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_15.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_DeepFool_sample_5.npy
6,CW,16,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_16.npy,PyTorch/TorchResNet50/adversarial_samples/round_1_attack_FGM_sample_6.npy
6,CW,17,PyTorch/TorchResNet50/adversarial_samples/round_6_attack_CW_sample_17.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_CW_sample_6.npy
7,CW,0,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_0.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_Universal_sample_2.npy
7,CW,1,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_1.npy,PyTorch/TorchResNet50/adversarial_samples/round_1_attack_FGM_sample_6.npy
7,CW,2,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_2.npy,PyTorch/TorchResNet50/adversarial_samples/round_1_attack_FGM_sample_13.npy
7,CW,3,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_3.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
7,CW,4,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_4.npy,PyTorch/TorchResNet50/adversarial_samples/round_2_attack_CW_sample_9.npy
7,CW,5,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_5.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_DeepFool_sample_8.npy
7,CW,6,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_6.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
7,CW,7,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_7.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_Universal_sample_26.npy
7,CW,8,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_8.npy,PyTorch/TorchResNet50/adversarial_samples/round_3_attack_DeepFool_sample_19.npy
7,CW,9,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_9.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_DeepFool_sample_3.npy
7,CW,10,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_10.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
7,CW,11,PyTorch/TorchResNet50/adversarial_samples/round_7_attack_CW_sample_11.npy,PyTorch/TorchResNet50/adversarial_samples/round_3_attack_DeepFool_sample_14.npy
8,PGD,0,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_0.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_PGD_sample_21.npy
8,PGD,1,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_1.npy,PyTorch/TorchResNet50/adversarial_samples/round_3_attack_DeepFool_sample_6.npy
8,PGD,2,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_2.npy,PyTorch/TorchResNet50/adversarial_samples/round_3_attack_DeepFool_sample_25.npy
8,PGD,3,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_3.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
8,PGD,4,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_4.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_PGD_sample_16.npy
8,PGD,5,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_5.npy,PyTorch/TorchResNet50/adversarial_samples/round_0_attack_CW_sample_3.npy
8,PGD,6,PyTorch/TorchResNet50/adversarial_samples/round_8_attack_PGD_sample_6.npy,PyTorch/TorchResNet50/adversarial_samples/seed_data/initial_seed_data.npy
