"(Precision_Test, Precision_Attack)","(Device_Test, Device_Attack)","(Compile_Test(fallback_random, epilogue_fusion, shape_padding, dynamic), Compile_Attack((fallback_random, epilogue_fusion, shape_padding, dynamic)))",Total_cnt,Same_cnt,Prob
"(fp32,fp32)","(cpu,cpu)","(0111,0111)",2816,2670,0.9481534090909091
"(fp32,fp32)","(cpu,cpu)","(0000,0000)",2816,1878,0.6669034090909091
"(fp32,fp32)","(cpu,cpu)","(0000,1000)",2816,972,0.34517045454545453
"(fp32,fp32)","(cpu,cpu)","(1000,0000)",2816,1730,0.6143465909090909
"(fp32,fp32)","(cpu,cpu)","(1000,1000)",2816,821,0.29154829545454547
"(fp32,fp32)","(cpu,cpu)","(0001,0001)",2816,1780,0.6321022727272727
"(fp32,fp32)","(cpu,cpu)","(0001,0101)",2816,2437,0.8654119318181818
"(fp32,fp32)","(cpu,cpu)","(0101,0001)",2816,1992,0.7073863636363636
"(fp32,fp32)","(cpu,cpu)","(0101,0101)",2816,2816,1.0
"(fp32,fp32)","(cpu,cpu)","(0100,0100)",2816,1674,0.5944602272727273
"(fp32,fp32)","(cpu,cpu)","(0100,0110)",2816,1026,0.3643465909090909
"(fp32,fp32)","(cpu,cpu)","(0110,0100)",2816,2798,0.9936079545454546
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,1991,0.70703125
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,2767,0.9825994318181818
"(fp32,fp32)","(cpu,cpu)","(0110,0111)",2816,1061,0.3767755681818182
"(fp32,fp32)","(cpu,cpu)","(0111,0110)",2816,2774,0.9850852272727273
"(fp32,fp32)","(cpu,cpu)","(0111,0111)",2816,1708,0.6065340909090909
"(fp32,fp32)","(cpu,cpu)","(0000,0000)",2816,2637,0.9364346590909091
"(fp32,fp32)","(cpu,cpu)","(0000,1000)",2816,1181,0.41938920454545453
"(fp32,fp32)","(cpu,cpu)","(1000,0000)",2816,2816,1.0
"(fp32,fp32)","(cpu,cpu)","(1000,1000)",2816,1767,0.6274857954545454
"(fp32,fp32)","(cpu,cpu)","(0001,0001)",2816,1105,0.3924005681818182
"(fp32,fp32)","(cpu,cpu)","(0001,0101)",2816,995,0.3533380681818182
"(fp32,fp32)","(cpu,cpu)","(0101,0001)",2816,2637,0.9364346590909091
"(fp32,fp32)","(cpu,cpu)","(0101,0101)",2816,2458,0.8728693181818182
"(fp32,fp32)","(cpu,cpu)","(0100,0100)",2816,1285,0.4563210227272727
"(fp32,fp32)","(cpu,cpu)","(0100,0110)",2816,2815,0.9996448863636364
"(fp32,fp32)","(cpu,cpu)","(0110,0100)",2816,1465,0.5202414772727273
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,2280,0.8096590909090909
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,2682,0.9524147727272727
"(fp32,fp32)","(cpu,cpu)","(0110,0111)",2816,1807,0.6416903409090909
"(fp32,fp32)","(cpu,cpu)","(0111,0110)",2816,1455,0.5166903409090909
"(fp32,fp32)","(cpu,cpu)","(0111,0111)",2816,914,0.32457386363636365
"(fp32,fp32)","(cpu,cpu)","(0000,0000)",2816,2652,0.9417613636363636
"(fp32,fp32)","(cpu,cpu)","(0000,1000)",2816,912,0.32386363636363635
"(fp32,fp32)","(cpu,cpu)","(1000,0000)",2816,1518,0.5390625
"(fp32,fp32)","(cpu,cpu)","(1000,1000)",2816,1400,0.4971590909090909
"(fp32,fp32)","(cpu,cpu)","(0001,0001)",2816,1885,0.6693892045454546
"(fp32,fp32)","(cpu,cpu)","(0001,0101)",2816,1614,0.5731534090909091
"(fp32,fp32)","(cpu,cpu)","(0101,0001)",2816,1802,0.6399147727272727
"(fp32,fp32)","(cpu,cpu)","(0101,0101)",2816,1684,0.5980113636363636
"(fp32,fp32)","(cpu,cpu)","(0100,0100)",2816,2802,0.9950284090909091
"(fp32,fp32)","(cpu,cpu)","(0100,0110)",2816,1637,0.5813210227272727
"(fp32,fp32)","(cpu,cpu)","(0110,0100)",2816,2669,0.9477982954545454
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,2638,0.9367897727272727
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,1790,0.6356534090909091
"(fp32,fp32)","(cpu,cpu)","(0110,0111)",2816,2414,0.8572443181818182
"(fp32,fp32)","(cpu,cpu)","(0111,0110)",2816,1239,0.43998579545454547
"(fp32,fp32)","(cpu,cpu)","(0111,0111)",2816,1320,0.46875
"(fp32,fp32)","(cpu,cpu)","(0000,0000)",2816,2300,0.8167613636363636
"(fp32,fp32)","(cpu,cpu)","(0000,1000)",2816,1548,0.5497159090909091
"(fp32,fp32)","(cpu,cpu)","(1000,0000)",2816,1596,0.5667613636363636
"(fp32,fp32)","(cpu,cpu)","(1000,1000)",2816,1261,0.44779829545454547
"(fp32,fp32)","(cpu,cpu)","(0001,0001)",2816,2437,0.8654119318181818
"(fp32,fp32)","(cpu,cpu)","(0001,0101)",2816,2740,0.9730113636363636
"(fp32,fp32)","(cpu,cpu)","(0101,0001)",2816,2473,0.8781960227272727
"(fp32,fp32)","(cpu,cpu)","(0101,0101)",2816,1514,0.5376420454545454
"(fp32,fp32)","(cpu,cpu)","(0100,0100)",2816,2607,0.92578125
"(fp32,fp32)","(cpu,cpu)","(0100,0110)",2816,2404,0.8536931818181818
"(fp32,fp32)","(cpu,cpu)","(0110,0100)",2816,1255,0.44566761363636365
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,2697,0.9577414772727273
"(fp32,fp32)","(cpu,cpu)","(0110,0110)",2816,1727,0.61328125
"(fp32,fp32)","(cpu,cpu)","(0110,0111)",2816,1278,0.4538352272727273
"(fp32,fp32)","(cpu,cpu)","(0111,0110)",2816,1982,0.7038352272727273
"(fp32,fp32)","(cpu,cpu)","(0111,0111)",2816,2812,0.9985795454545454
"(fp32,fp32)","(cpu,cpu)","(0000,0000)",2816,2809,0.9975142045454546
"(fp32,fp32)","(cpu,cpu)","(0000,1000)",2816,1025,0.3639914772727273
